aX,aY,aZ,gX,gY,gZ
0.167,0.328,0.570,-159.302,93.140,6.714
0.181,0.339,0.553,-159.485,95.032,3.113
0.200,0.355,0.536,-162.048,94.910,-0.793
0.222,0.363,0.519,-166.626,93.628,-3.723
0.248,0.375,0.496,-173.523,92.102,-6.226
0.270,0.367,0.466,-181.335,90.576,-8.301
0.292,0.365,0.425,-187.866,89.722,-8.484
0.309,0.368,0.384,-191.772,90.576,-8.667
0.323,0.372,0.357,-195.129,93.018,-9.705
0.335,0.366,0.324,-198.242,96.069,-10.376
0.352,0.370,0.279,-198.669,98.572,-10.132
0.368,0.376,0.237,-196.289,100.037,-11.047
0.383,0.381,0.211,-193.848,102.295,-13.550
0.398,0.380,0.171,-193.665,105.103,-15.686
0.409,0.384,0.148,-195.984,105.835,-16.479
0.415,0.388,0.105,-197.876,105.652,-16.479
0.420,0.397,0.069,-199.219,106.934,-16.296
0.423,0.405,0.036,-201.660,108.276,-16.052
0.428,0.405,-0.002,-206.177,107.788,-15.137
0.428,0.405,-0.044,-212.769,106.995,-14.160
0.421,0.396,-0.088,-218.811,106.262,-13.123
0.414,0.394,-0.129,-223.633,104.370,-11.780
0.406,0.380,-0.186,-228.699,101.929,-11.230
0.390,0.360,-0.245,-234.253,102.295,-11.597
0.378,0.326,-0.296,-238.403,106.140,-12.024
0.379,0.312,-0.372,-239.319,110.474,-12.024
0.368,0.293,-0.450,-238.892,117.676,-11.780
0.344,0.263,-0.481,-236.511,131.836,-11.658
0.319,0.245,-0.585,-233.276,147.583,-11.536
0.311,0.232,-0.635,-229.858,156.738,-11.780
0.312,0.216,-0.672,-230.286,155.762,-13.916
0.326,0.186,-0.700,-234.741,144.348,-17.151
0.349,0.150,-0.723,-241.943,125.671,-20.264
0.375,0.115,-0.786,-249.023,105.652,-21.179
0.364,0.048,-0.841,-252.441,95.764,-19.897
0.370,0.027,-0.869,-248.169,99.182,-17.944
0.347,0.010,-0.917,-242.187,108.276,-16.785
0.342,-0.037,-0.912,-239.258,115.051,-15.747
0.338,-0.071,-0.915,-238.098,114.014,-15.503
0.366,-0.091,-0.943,-238.098,102.966,-15.869
0.304,-0.194,-0.886,-237.427,86.060,-17.517
0.416,-0.141,-0.953,-241.455,72.754,-13.000
0.378,-0.229,-0.912,-230.591,51.025,-11.169
0.334,-0.260,-0.914,-226.807,38.513,-10.437
0.367,-0.274,-0.938,-229.675,44.678,-3.174
0.325,-0.308,-0.955,-229.614,51.147,-2.075
0.275,-0.357,-0.994,-223.267,62.317,-2.686
0.228,-0.411,-1.050,-210.754,75.500,-3.662
0.241,-0.427,-1.093,-199.097,87.830,-6.409
0.258,-0.453,-1.180,-188.477,92.712,-9.094
0.295,-0.458,-1.257,-178.528,91.064,-9.521
0.346,-0.450,-1.327,-170.105,85.388,-9.460
0.332,-0.495,-1.382,-164.490,78.003,-9.644
0.358,-0.531,-1.414,-159.912,72.693,-6.531
0.342,-0.545,-1.446,-150.574,66.589,-2.991
0.322,-0.548,-1.468,-140.076,60.669,0.244
0.290,-0.553,-1.486,-130.493,55.664,4.822
0.245,-0.556,-1.513,-121.887,50.903,8.301
0.209,-0.566,-1.566,-113.281,47.852,8.362
0.186,-0.565,-1.621,-104.248,46.143,5.798
0.182,-0.562,-1.673,-94.055,44.617,2.258
0.197,-0.559,-1.716,-82.764,43.213,-1.221
0.224,-0.593,-1.730,-67.810,38.391,-3.784
0.266,-0.606,-1.752,-50.293,30.884,-5.493
0.305,-0.595,-1.777,-32.898,22.095,-4.578
0.322,-0.604,-1.783,-17.700,13.733,-2.686
0.319,-0.601,-1.780,-3.540,8.179,-0.183
0.308,-0.579,-1.772,12.146,4.639,2.014
0.288,-0.561,-1.770,27.344,3.723,2.930
0.291,-0.550,-1.737,41.138,3.723,2.625
0.281,-0.536,-1.719,53.955,4.578,1.404
0.273,-0.536,-1.707,67.749,6.287,-0.549
0.272,-0.512,-1.677,84.229,7.202,-2.747
0.270,-0.471,-1.689,101.685,5.981,-5.005
0.259,-0.455,-1.661,111.084,4.761,-4.517
0.241,-0.437,-1.633,118.225,2.319,-3.052
0.235,-0.435,-1.640,125.122,-2.686,-2.380
0.212,-0.440,-1.622,131.592,-8.423,-1.282
0.210,-0.424,-1.616,140.625,-14.893,-0.183
0.193,-0.421,-1.575,152.161,-22.400,-0.732
0.169,-0.431,-1.551,162.415,-28.503,-1.404
0.172,-0.420,-1.511,169.800,-34.668,-1.831
0.173,-0.400,-1.476,176.758,-41.809,-2.808
0.169,-0.386,-1.436,182.800,-48.828,-2.563
0.159,-0.388,-1.386,189.636,-54.810,-1.648
0.146,-0.390,-1.334,197.876,-59.937,-0.671
0.144,-0.363,-1.306,206.726,-65.247,-0.732
0.138,-0.351,-1.267,211.670,-69.580,-2.319
0.140,-0.341,-1.231,216.309,-72.815,-3.296
0.157,-0.306,-1.198,222.961,-77.393,-4.150
0.163,-0.266,-1.161,228.394,-83.069,-5.310
0.171,-0.231,-1.127,231.445,-91.553,-5.615
0.170,-0.228,-1.095,233.215,-102.112,-4.883
0.169,-0.218,-1.053,234.985,-108.459,-3.784
0.165,-0.185,-1.016,239.319,-110.840,-3.235
0.154,-0.178,-0.966,243.469,-112.427,-2.930

-0.644,-0.572,2.072,263.672,-135.376,14.282
-0.869,-0.728,2.574,247.070,-139.832,7.935
-1.104,-0.876,3.209,217.590,-140.076,-0.488
-1.273,-1.032,3.877,171.570,-122.925,-15.320
-1.092,-1.013,4.000,114.929,-77.820,-29.480
-0.812,-0.837,4.000,52.063,-26.794,-45.410
-0.508,-0.757,3.523,-28.259,12.451,-45.715
-0.398,-0.689,2.734,-100.830,46.509,-25.513
-0.288,-0.568,1.998,-140.442,73.242,-5.127
-0.196,-0.448,1.437,-153.076,98.450,6.042
-0.101,-0.330,1.159,-150.269,118.835,12.329
-0.027,-0.155,1.015,-139.099,129.272,16.907
0.036,-0.010,0.945,-130.920,127.930,22.278
0.070,0.095,0.913,-130.859,121.155,25.940
0.084,0.172,0.893,-137.512,111.450,26.917
0.104,0.231,0.869,-148.987,102.173,25.696
0.114,0.261,0.834,-161.133,95.703,23.499
0.128,0.274,0.791,-172.363,92.651,21.851
0.134,0.274,0.738,-180.359,92.712,20.752
0.134,0.265,0.687,-183.960,94.788,20.081
0.139,0.266,0.632,-183.289,97.290,19.958
0.138,0.269,0.587,-179.810,99.426,18.677
0.134,0.277,0.552,-174.561,101.746,16.296
0.138,0.295,0.523,-168.457,103.333,12.268
0.149,0.312,0.501,-164.062,103.333,7.141
0.169,0.329,0.491,-162.842,102.173,1.587
0.196,0.343,0.485,-164.490,100.342,-2.869
0.223,0.360,0.477,-167.969,98.877,-5.859
0.245,0.360,0.471,-173.828,99.915,-7.935
0.264,0.366,0.458,-181.091,103.638,-7.996
0.276,0.370,0.428,-190.125,108.521,-7.324
0.290,0.380,0.405,-200.378,114.075,-6.592
0.288,0.365,0.373,-210.571,118.835,-5.859
0.287,0.354,0.336,-218.079,120.728,-7.080
0.272,0.336,0.302,-221.985,121.643,-10.254
0.274,0.321,0.254,-220.825,119.629,-14.771
0.281,0.322,0.205,-220.093,115.723,-20.813
0.298,0.329,0.157,-219.543,109.802,-26.245
0.325,0.326,0.115,-220.276,102.539,-29.053
0.345,0.320,0.086,-220.093,95.642,-28.687
0.359,0.312,0.071,-218.018,93.079,-27.161
0.367,0.311,0.056,-215.576,96.924,-24.170
0.363,0.313,0.045,-214.783,105.591,-20.264
0.353,0.310,0.019,-216.003,115.479,-16.113
0.339,0.298,-0.017,-219.116,125.000,-12.817
0.323,0.281,-0.075,-223.633,134.583,-10.254
0.301,0.255,-0.145,-228.516,143.677,-7.812
0.284,0.242,-0.209,-232.361,149.780,-6.409
0.276,0.225,-0.281,-234.192,151.245,-6.592
0.283,0.213,-0.347,-236.694,147.827,-8.301
0.291,0.191,-0.394,-240.173,141.418,-10.742
0.297,0.162,-0.455,-243.164,133.545,-13.000
0.294,0.106,-0.517,-247.375,129.578,-14.099
0.297,0.073,-0.586,-251.953,133.545,-12.878
0.284,0.020,-0.640,-255.310,143.127,-10.315
0.251,-0.014,-0.694,-257.263,153.931,-6.897
0.246,-0.036,-0.748,-258.850,163.208,-3.540
0.212,-0.057,-0.822,-260.315,166.382,-2.808
0.227,-0.078,-0.861,-264.099,162.109,-2.930
0.229,-0.136,-0.924,-268.372,151.062,-3.418
0.230,-0.194,-0.975,-270.874,136.230,-3.479
0.207,-0.242,-1.031,-269.531,125.977,-3.296
0.221,-0.268,-1.074,-265.381,119.812,-3.235
0.186,-0.317,-1.095,-261.536,113.708,-4.456
0.179,-0.309,-1.217,-258.606,104.736,-5.127
0.266,-0.350,-1.230,-259.094,101.379,-2.380
0.181,-0.407,-1.196,-248.352,83.313,-5.676
0.223,-0.423,-1.257,-248.474,75.806,-0.854
0.239,-0.477,-1.274,-252.563,72.205,5.859
0.211,-0.525,-1.340,-252.319,68.604,8.606
0.227,-0.559,-1.379,-244.507,69.885,11.658
0.193,-0.621,-1.399,-228.821,64.819,9.033
0.186,-0.676,-1.506,-209.473,60.059,6.042
0.216,-0.648,-1.569,-184.998,51.636,3.662
0.250,-0.604,-1.625,-162.842,39.978,0.427
0.263,-0.613,-1.629,-145.447,29.053,-1.770
0.271,-0.604,-1.632,-129.822,21.057,-2.197
0.259,-0.624,-1.635,-117.004,18.188,-1.465
0.223,-0.654,-1.645,-107.605,20.996,-0.366
0.221,-0.655,-1.674,-99.854,27.649,1.282
0.221,-0.627,-1.712,-86.609,30.579,-0.732
0.246,-0.584,-1.765,-72.754,32.959,-3.662
0.266,-0.581,-1.779,-58.167,34.119,-7.141
0.025,-0.201,-2.160,-39.429,33.447,-9.460
0.736,-0.650,-2.772,-2.075,95.886,11.902
0.394,-0.839,-1.849,42.908,147.583,33.325
0.329,-0.976,-1.405,70.862,16.418,7.080
0.148,-0.442,-1.353,38.940,-54.810,-17.944
0.167,-0.139,-1.675,10.437,-75.500,-22.217
0.223,-0.249,-1.734,4.822,-48.828,-6.409
0.225,-0.340,-1.700,24.963,2.441,-0.488
0.239,-0.312,-1.625,68.481,26.428,-9.766
0.279,-0.333,-1.519,90.698,30.090,-16.724
0.297,-0.386,-1.511,89.355,24.597,-15.076
0.304,-0.403,-1.569,83.252,18.005,-9.216
0.289,-0.404,-1.616,85.449,11.536,-5.371
0.262,-0.402,-1.628,97.412,3.357,-3.967
0.218,-0.402,-1.610,112.671,-5.188,-4.272
0.172,-0.400,-1.591,125.854,-11.414,-3.601
0.161,-0.372,-1.569,136.780,-17.090,-2.869
0.145,-0.347,-1.534,142.822,-20.691,-2.686
0.129,-0.357,-1.493,147.095,-24.475,-2.991
0.120,-0.347,-1.449,153.137,-29.541,-3.479
0.112,-0.352,-1.409,159.668,-35.583,-4.517
0.116,-0.330,-1.379,165.771,-41.443,-5.554
0.129,-0.327,-1.338,169.067,-45.837,-5.798
0.141,-0.304,-1.295,172.729,-51.147,-4.456
0.148,-0.297,-1.264,176.208,-59.692,-3.296
0.169,-0.275,-1.228,178.162,-68.176,-0.488
0.165,-0.245,-1.198,180.420,-72.449,2.319
0.162,-0.226,-1.155,184.753,-76.050,3.845
0.165,-0.206,-1.111,189.270,-79.712,3.418
0.180,-0.174,-1.068,193.604,-83.557,1.404
0.194,-0.153,-1.027,197.205,-87.585,-0.366
0.188,-0.148,-0.990,199.158,-90.515,-0.549
0.189,-0.135,-0.964,201.050,-90.454,0.610
0.193,-0.113,-0.945,203.918,-89.172,1.282
0.221,-0.060,-0.901,207.642,-90.698,2.014
0.226,-0.016,-0.887,210.937,-95.032,1.282

-0.544,-0.633,2.420,272.095,-155.151,-15.381
-0.750,-0.752,2.959,240.173,-158.752,-20.020
-0.922,-0.911,3.571,199.219,-148.560,-27.466
-0.906,-1.000,3.971,150.696,-110.962,-39.246
-0.736,-0.925,4.000,90.271,-56.885,-53.955
-0.455,-0.780,3.696,19.470,-11.292,-55.603
-0.248,-0.702,2.958,-56.335,29.602,-33.752
-0.182,-0.594,2.338,-111.450,60.791,-8.545
-0.090,-0.452,1.714,-136.597,86.548,10.681
-0.032,-0.306,1.309,-146.118,109.497,22.888
0.037,-0.159,1.018,-144.836,127.075,31.799
0.099,0.007,0.882,-140.198,133.972,39.246
0.142,0.137,0.799,-138.428,128.540,43.335
0.158,0.237,0.748,-142.578,114.807,45.166
0.154,0.298,0.725,-150.269,97.473,43.640
0.142,0.324,0.711,-156.921,81.909,39.001
0.135,0.345,0.693,-158.813,70.923,32.776
0.140,0.354,0.687,-156.677,65.613,26.489
0.139,0.351,0.679,-153.198,64.697,21.912
0.141,0.348,0.681,-150.635,66.345,19.165
0.140,0.343,0.677,-149.719,68.115,16.663
0.142,0.343,0.661,-149.292,68.665,13.916
0.148,0.346,0.646,-149.536,68.420,10.376
0.161,0.348,0.638,-151.001,68.298,5.432
0.177,0.353,0.639,-153.259,68.604,0.549
0.206,0.360,0.627,-155.701,69.275,-3.052
0.231,0.365,0.613,-158.997,70.740,-4.456
0.253,0.378,0.599,-163.513,74.402,-4.333
0.267,0.385,0.584,-167.969,79.041,-3.601
0.282,0.391,0.558,-172.241,84.229,-2.991
0.296,0.402,0.522,-176.392,88.989,-2.258
0.307,0.405,0.489,-181.580,92.407,-1.648
0.316,0.406,0.450,-186.523,94.238,-1.770
0.325,0.408,0.412,-191.223,94.238,-2.136
0.340,0.412,0.379,-195.679,92.651,-3.174
0.349,0.411,0.347,-199.707,90.332,-4.700
0.364,0.413,0.309,-202.271,88.684,-6.104
0.372,0.410,0.278,-204.285,88.135,-7.141
0.375,0.413,0.251,-205.200,89.417,-6.897
0.374,0.411,0.229,-206.177,91.797,-5.920
0.370,0.415,0.202,-208.374,92.957,-4.944
0.355,0.410,0.174,-212.952,93.933,-3.723
0.349,0.414,0.148,-217.590,94.360,-1.526
0.334,0.408,0.111,-223.083,93.994,1.160
0.327,0.381,0.065,-228.210,94.849,3.601
0.299,0.386,-0.004,-230.164,98.938,5.432
0.271,0.371,-0.063,-232.056,106.934,7.385
0.246,0.371,-0.123,-234.436,114.258,8.423
0.220,0.363,-0.179,-238.159,117.676,8.301
0.212,0.372,-0.230,-243.835,116.699,6.592
0.211,0.331,-0.284,-253.052,112.183,4.028
0.206,0.313,-0.358,-261.414,108.948,1.038
0.206,0.272,-0.412,-268.066,109.741,-1.282
0.190,0.230,-0.492,-272.400,114.319,-2.441
0.196,0.199,-0.552,-275.940,121.643,-3.357
0.182,0.151,-0.602,-279.663,129.150,-4.517
0.171,0.122,-0.662,-285.156,131.348,-5.981
0.165,0.087,-0.702,-290.955,129.883,-9.827
0.167,0.028,-0.793,-294.312,124.573,-14.404
0.164,-0.026,-0.868,-292.297,118.774,-17.395
0.154,-0.063,-0.947,-287.476,117.798,-19.714
0.172,-0.090,-1.000,-280.640,118.652,-21.301
0.189,-0.123,-1.036,-277.100,113.281,-22.949
0.209,-0.171,-1.076,-278.625,102.417,-23.560
0.231,-0.217,-1.100,-278.259,90.698,-21.912
0.246,-0.262,-1.127,-274.536,78.308,-17.334
0.261,-0.301,-1.175,-270.874,66.406,-11.597
0.142,-0.434,-1.155,-262.878,56.519,-8.850
0.234,-0.362,-1.268,-260.681,58.655,-4.272
0.188,-0.471,-1.262,-241.089,50.415,-6.226
0.122,-0.531,-1.309,-230.713,44.617,-11.292
0.160,-0.555,-1.405,-225.647,54.932,-5.859
0.161,-0.554,-1.472,-217.651,59.021,-8.789
0.197,-0.566,-1.523,-201.599,54.810,-13.123
0.197,-0.634,-1.561,-182.556,45.166,-15.259
0.204,-0.667,-1.628,-167.297,38.940,-15.442
0.227,-0.680,-1.713,-151.367,35.522,-14.160
0.258,-0.665,-1.777,-131.348,29.602,-14.038
0.282,-0.635,-1.817,-110.901,22.766,-14.893
0.315,-0.629,-1.833,-92.407,17.822,-15.076
0.338,-0.618,-1.833,-76.050,17.212,-14.160
0.351,-0.620,-1.819,-59.875,18.677,-13.245
0.342,-0.635,-1.795,-43.518,19.043,-11.353
0.357,-0.586,-1.770,-26.062,18.677,-8.911
0.350,-0.534,-1.757,-8.728,17.456,-8.545
0.347,-0.509,-1.725,5.310,18.188,-7.996
0.335,-0.473,-1.694,19.958,18.555,-7.507
0.336,-0.421,-1.661,33.264,18.005,-6.958
0.335,-0.386,-1.622,42.847,15.320,-6.226
0.329,-0.364,-1.592,50.476,10.925,-5.066
0.321,-0.344,-1.577,57.861,6.592,-4.211
0.314,-0.334,-1.566,65.186,3.845,-4.028
0.310,-0.317,-1.565,72.693,1.892,-4.395
0.303,-0.322,-1.567,79.407,0.305,-4.578
0.283,-0.345,-1.561,84.595,-0.366,-4.150
0.265,-0.366,-1.578,91.187,0.061,-3.784
0.245,-0.377,-1.582,101.868,-1.831,-4.211
0.225,-0.385,-1.575,114.868,-5.005,-5.493
0.198,-0.362,-1.556,128.784,-10.803,-6.165
0.198,-0.370,-1.573,140.503,-16.541,-5.493
0.166,-0.378,-1.527,147.705,-21.606,-4.456
0.159,-0.346,-1.517,157.227,-29.053,-3.601
0.145,-0.323,-1.490,163.940,-35.583,-3.296
0.138,-0.317,-1.477,169.678,-42.603,-2.686
0.113,-0.318,-1.432,173.645,-49.194,-2.319
0.113,-0.306,-1.398,178.833,-55.115,-2.686
0.126,-0.278,-1.359,186.707,-60.913,-4.150
0.117,-0.281,-1.323,193.420,-64.941,-5.676
0.119,-0.275,-1.275,198.242,-65.613,-5.859
0.126,-0.256,-1.230,206.848,-68.787,-6.348
0.146,-0.197,-1.194,215.759,-76.721,-7.751
0.148,-0.172,-1.150,219.238,-83.313,-9.521
0.158,-0.165,-1.104,220.276,-89.355,-9.460
0.160,-0.157,-1.064,224.915,-96.802,-9.460
0.151,-0.152,-1.021,232.117,-103.271,-9.888
0.200,-0.085,-0.984,239.868,-108.276,-9.155
0.193,-0.050,-0.943,244.019,-110.596,-9.460
0.200,-0.039,-0.892,245.056,-111.389,-9.094
0.205,-0.028,-0.843,247.864,-113.708,-8.972

-0.484,-0.524,2.306,256.348,-172.119,2.563
-0.684,-0.664,2.824,238.586,-177.185,-4.761
-0.898,-0.809,3.385,212.585,-171.265,-12.573
-0.924,-0.959,3.876,172.729,-133.240,-24.414
-0.774,-0.903,4.000,107.178,-66.162,-36.377
-0.505,-0.745,3.769,26.001,-4.272,-37.415
-0.293,-0.669,3.116,-52.673,32.959,-22.034
-0.261,-0.574,2.495,-115.295,57.312,-0.916
-0.183,-0.427,1.838,-151.062,81.848,16.479
-0.110,-0.274,1.393,-163.574,108.032,25.208
-0.036,-0.120,1.098,-161.072,128.479,28.137
0.040,0.025,0.925,-153.198,138.733,31.189
0.103,0.167,0.811,-145.020,135.620,33.630
0.138,0.271,0.740,-143.188,123.230,35.583
0.157,0.337,0.691,-146.973,107.361,37.048
0.158,0.365,0.662,-150.696,91.675,34.851
0.154,0.382,0.647,-150.757,79.102,29.602
0.161,0.397,0.638,-149.109,72.083,24.963
0.165,0.396,0.633,-148.987,69.824,21.667
0.169,0.384,0.631,-149.536,70.251,20.386
0.172,0.376,0.619,-149.353,71.838,19.714
0.181,0.381,0.606,-148.132,73.303,17.639
0.189,0.393,0.591,-147.522,74.402,14.709
0.201,0.395,0.582,-147.644,75.989,11.963
0.212,0.401,0.568,-148.010,77.820,9.399
0.231,0.422,0.561,-149.414,79.468,7.080
0.249,0.437,0.551,-153.076,80.261,5.127
0.266,0.449,0.545,-158.691,80.872,3.662
0.286,0.467,0.529,-165.100,82.031,2.747
0.302,0.480,0.516,-171.265,82.397,1.953
0.319,0.495,0.498,-178.833,81.604,1.465
0.330,0.510,0.469,-187.805,80.872,1.404
0.333,0.486,0.439,-196.289,81.482,1.648
0.337,0.494,0.404,-200.012,82.825,1.465
0.340,0.488,0.374,-200.073,84.656,0.244
0.352,0.495,0.340,-198.669,85.876,-1.282
0.356,0.494,0.308,-198.303,85.938,-2.380
0.363,0.490,0.274,-197.510,85.571,-2.991
0.367,0.496,0.242,-196.411,85.327,-3.296
0.370,0.493,0.220,-195.374,86.243,-3.540
0.374,0.496,0.202,-196.289,87.708,-3.174
0.376,0.492,0.180,-199.890,88.013,-2.197
0.376,0.485,0.146,-205.200,88.379,-0.793
0.361,0.478,0.101,-210.388,92.041,1.404
0.349,0.481,0.053,-214.661,99.121,3.357
0.319,0.471,0.008,-219.482,107.117,4.761
0.309,0.456,-0.024,-223.999,112.183,5.188
0.283,0.454,-0.064,-228.577,111.755,4.150
0.284,0.437,-0.091,-235.840,104.858,2.502
0.266,0.408,-0.143,-244.019,93.994,-0.122
0.259,0.374,-0.204,-251.831,83.496,-2.502
0.260,0.328,-0.275,-257.568,79.224,-3.601
0.253,0.293,-0.345,-258.057,86.487,-3.601
0.228,0.261,-0.396,-254.272,105.835,-2.808
0.203,0.222,-0.438,-249.573,125.732,-1.465
0.208,0.234,-0.487,-245.361,138.367,-1.709
0.205,0.229,-0.507,-245.056,137.512,-3.235
0.222,0.207,-0.537,-255.493,125.183,-3.357
0.231,0.176,-0.584,-270.325,108.765,-2.014
0.219,0.094,-0.642,-280.518,93.872,-0.183
0.206,0.011,-0.692,-276.550,86.182,-3.235
0.175,-0.030,-0.709,-264.526,85.938,-9.949
0.166,-0.061,-0.791,-258.301,95.215,-12.573
0.171,-0.084,-0.833,-254.822,108.032,-12.817
0.180,-0.102,-0.909,-252.930,117.126,-12.024
0.187,-0.161,-0.931,-255.432,118.286,-9.277
0.191,-0.214,-0.995,-259.949,111.206,-4.639
0.189,-0.259,-1.040,-267.212,98.816,-3.784
0.201,-0.320,-1.071,-265.930,85.815,-3.113
0.171,-0.393,-1.142,-262.939,78.125,-0.610
0.152,-0.462,-1.167,-254.822,75.378,1.526
0.132,-0.471,-1.268,-250.183,68.848,1.465
0.250,-0.475,-1.277,-246.521,68.848,5.005
0.136,-0.552,-1.252,-221.130,40.405,-0.122
0.178,-0.562,-1.359,-225.159,39.124,1.038
0.166,-0.656,-1.373,-222.168,42.603,6.836
0.158,-0.720,-1.448,-214.417,41.870,7.263
0.170,-0.796,-1.481,-200.989,45.044,7.874
0.177,-0.828,-1.579,-176.025,41.382,3.418
0.255,-0.773,-1.682,-150.879,36.682,-0.671
0.297,-0.773,-1.758,-130.554,34.790,-3.174
0.281,-0.794,-1.802,-110.474,37.292,-3.418
0.242,-0.787,-1.826,-87.158,42.358,-2.625
0.195,-0.732,-1.833,-63.782,46.875,-1.587
0.152,-0.702,-1.810,-44.067,50.415,-2.136
0.126,-0.660,-1.775,-27.588,50.293,-3.540
0.113,-0.608,-1.735,-13.733,45.715,-5.310
0.128,-0.568,-1.683,-2.991,37.964,-7.141
0.151,-0.505,-1.639,8.240,28.870,-9.094
0.172,-0.457,-1.578,18.250,20.996,-10.071
0.187,-0.428,-1.522,26.794,15.564,-9.644
0.195,-0.393,-1.483,33.447,12.085,-9.216
0.206,-0.361,-1.460,39.490,9.888,-9.460
0.218,-0.354,-1.440,45.654,9.155,-10.254
0.222,-0.357,-1.430,51.270,9.277,-9.949
0.213,-0.352,-1.438,56.641,9.705,-8.728
0.187,-0.349,-1.440,62.988,9.521,-7.507
0.166,-0.350,-1.448,69.702,8.728,-6.958
0.145,-0.357,-1.441,75.684,5.920,-6.775
0.128,-0.361,-1.442,80.994,1.831,-6.592
0.109,-0.360,-1.442,86.670,-2.625,-6.042
0.083,-0.358,-1.447,93.811,-6.714,-5.798
0.066,-0.365,-1.451,102.600,-10.986,-6.104
0.047,-0.382,-1.451,111.694,-12.878,-7.324
0.042,-0.360,-1.447,122.498,-13.306,-9.216
0.030,-0.361,-1.424,133.728,-16.724,-11.292
0.052,-0.327,-1.413,145.569,-23.193,-11.841
0.050,-0.311,-1.413,153.381,-28.748,-12.512
0.048,-0.311,-1.385,155.212,-33.264,-12.207
0.034,-0.308,-1.362,158.997,-38.513,-11.902
0.039,-0.282,-1.380,166.016,-43.152,-12.939
0.046,-0.257,-1.342,172.485,-45.898,-14.526
0.060,-0.229,-1.323,178.406,-47.546,-14.343
0.047,-0.216,-1.291,184.387,-48.523,-13.794
0.044,-0.199,-1.248,191.223,-49.500,-13.977
0.067,-0.150,-1.207,197.693,-51.758,-15.808
0.088,-0.108,-1.171,201.904,-57.373,-17.883
0.109,-0.081,-1.134,202.332,-64.636,-18.250
0.114,-0.069,-1.093,203.064,-71.045,-17.944

-0.424,-0.381,2.334,223.022,-154.663,-30.273
-0.575,-0.512,2.706,201.782,-151.672,-33.875
-0.629,-0.593,3.028,166.931,-130.981,-32.532
-0.584,-0.603,3.254,120.300,-91.492,-30.518
-0.471,-0.562,3.261,62.866,-46.875,-29.724
-0.328,-0.476,3.018,3.174,-10.132,-22.217
-0.218,-0.419,2.572,-54.199,22.766,-7.324
-0.174,-0.334,2.114,-95.520,50.415,7.385
-0.120,-0.186,1.689,-111.816,73.242,18.188
-0.067,-0.081,1.376,-115.662,95.886,24.658
-0.028,0.018,1.132,-117.065,113.037,29.480
0.025,0.135,0.939,-115.540,121.094,33.630
0.074,0.241,0.809,-113.953,120.178,34.302
0.099,0.318,0.735,-113.037,109.009,31.982
0.095,0.364,0.705,-114.746,89.844,28.198
0.091,0.389,0.694,-121.399,72.449,24.475
0.092,0.408,0.697,-126.831,59.326,19.592
0.103,0.416,0.704,-130.066,51.941,13.062
0.121,0.413,0.714,-131.897,49.927,6.958
0.132,0.405,0.720,-133.606,50.171,3.235
0.141,0.406,0.724,-134.949,52.246,2.319
0.141,0.405,0.722,-136.353,56.885,2.197
0.149,0.411,0.718,-136.780,63.354,2.625
0.154,0.422,0.713,-136.597,70.679,2.808
0.163,0.417,0.702,-137.207,77.332,2.686
0.173,0.436,0.686,-137.268,82.397,2.991
0.181,0.453,0.670,-138.794,85.815,2.686
0.191,0.466,0.650,-143.433,88.379,2.136
0.204,0.481,0.623,-149.109,89.478,1.099
0.218,0.488,0.589,-156.006,89.478,-0.793
0.237,0.495,0.549,-162.354,88.867,-2.502
0.255,0.505,0.513,-167.419,87.280,-4.089
0.270,0.518,0.489,-172.485,85.144,-6.653
0.284,0.503,0.458,-177.673,82.520,-9.644
0.298,0.484,0.422,-179.321,79.895,-11.902
0.309,0.505,0.380,-175.964,78.674,-14.648
0.324,0.502,0.364,-172.363,80.566,-17.273
0.340,0.502,0.350,-170.410,84.045,-18.433
0.355,0.500,0.337,-170.166,86.548,-19.104
0.367,0.499,0.318,-172.485,87.341,-18.921
0.377,0.492,0.302,-176.758,86.060,-18.738
0.384,0.485,0.283,-181.335,84.961,-18.494
0.396,0.476,0.262,-186.523,84.839,-18.250
0.400,0.471,0.229,-193.420,84.290,-17.212
0.412,0.464,0.185,-200.500,83.801,-15.686
0.401,0.448,0.131,-206.970,85.083,-13.062
0.395,0.421,0.092,-210.510,89.172,-10.010
0.379,0.425,0.050,-211.182,94.360,-7.446
0.363,0.420,0.023,-213.440,98.389,-5.371
0.349,0.424,-0.012,-218.628,98.450,-4.028
0.341,0.423,-0.056,-227.783,93.811,-4.761
0.307,0.371,-0.103,-239.807,87.280,-6.042
0.305,0.355,-0.183,-250.793,82.397,-7.080
0.305,0.331,-0.235,-260.559,78.186,-10.376
0.282,0.289,-0.309,-271.362,76.782,-12.756
0.287,0.261,-0.369,-280.396,81.360,-13.184
0.303,0.224,-0.429,-282.410,87.158,-15.137
0.309,0.196,-0.475,-279.907,88.928,-19.348
0.313,0.136,-0.515,-277.283,90.637,-22.827
0.350,0.079,-0.602,-276.978,98.877,-22.278
0.343,0.033,-0.651,-279.297,112.061,-17.700
0.328,-0.024,-0.744,-282.837,126.038,-11.169
0.324,-0.047,-0.811,-283.875,135.986,-4.944
0.332,-0.056,-0.858,-284.729,135.193,-1.953
0.318,-0.086,-0.946,-288.879,127.197,0.244
0.285,-0.132,-1.011,-293.274,120.667,0.854
